text,label,,,
Pregnant woman caught in storm: A pregnant woman is lucky to be alive after her car got caught in a flood in Texas. http://bit.ly/19EH9hk ,1,,,
A pregnant woman is lucky to be alive after her car got caught in a flood in Texas.  http://bit.ly/167CeZ1 ,0,,,
"Aww men pls don't flood, Magallanes. I don't want to transfer cars. I'm too comfortable in my bed already!",1,,,
Him and a few of his friends use to make extra money pulling peoples cars outta flood water. He said the almost made 4 grand in a day.,1,,,
"After I had my car detailed, glass detailed.... Then it floods! Bam!",1,,,
Car Trapped because of Flood: Continuing with the damages caused by the rain and thunderstorms from last night. http://dlvr.it/47tPZh ,1,,,
Someone told me I need to move my car from the side curve cause the rain is strong and it might flood and move my car? Never heard of that..,1,,,
"+ ""An old friend came in from out of town. Someone stole my car. There was an earthquake. A terrible flood. Locusts! +",1,,,
WATCH: Sunset Valley police rescue pair trapped in their car over the weekend as flood waters rise around them. http://bit.ly/1cmeVtX ,1,,,
I don't care about a flash flood. I JUST WASHED THE CAR YESTERDAY NOW ITS GOING TO GET DIRTY AGAIN,1,,,
Err:509,1,,,
Nice job @MEDObitch1219 way to flood your car pic.twitter.com/EOyl5f8aRR,1,,,
If the under carriage o my car wasn't clean before it sure is now. #Flood #rain #ILoveIt,1,,,
Hate when the road floods right next to my bus stop and I get splashed by every fking car,1,,,
Spent the morning sponging and scraping water out of my car. Really don't want to go to work today. #flood #gradstudentproblems,1,,,
Err:509,1,,,
"My fear? Parking my car in the basement level, praying hard that no flood would come.",1,,,
"@4JStudios to the all editions add tornados, hurricanes, thunderstorms, floods, cars, and change wolf to dog when you tame like ocelot",1,,,
Err:509,1,,,
My goal right now is to not flood my car,1,,,
Bf drove on a flood at my side of the car. Suddenly got one v loud sound. Scare me.,1,,,
Small cars are all fun in games until you have flash flood alerts in your town.. #aweman#cancelschool,1,,,
@ssteph56 I thought my little car was gonna flood but it survived!,1,,,
"Cars that tell stories MT""@AnAgRaM13: A flood of memories in a 1954 MG: Old British sports cars are ... http://bit.ly/13QIPUu ”",1,,,
Err:509,1,,,
"@xenaodin for 1 hour, the exact time that the owners had been in trouble cos car was in a flood - they'd had to climb onto roof&await help..",1,,,
"Flash flood watch in effect in Austin, Texas; officials responding to calls of people trapped in cars - @statesman http://bit.ly/16Y6Pci ",0,,,
"Flash flood watch in effect in Austin, Texas; officials responding to calls of people trapped in cars - @statesman",0,,,
": Flash flood watch in effect in Austin, Texas; officials responding to calls of people trapped in cars - @ChristaSearch time to roll out!",0,,,
"The beginnings of floods in Beckenham. Drain blocked in #waitrose car park far side. Splashy, splashy when vehicles go through. :(",1,,,
Flash flood warnings mean nothing to me when my car is parked on a hill & I live on the 2nd floor... Except sleeping in the rain ,1,,,
Err:509,1,,,
Typhoon Fitow Floods a Car Collection in China... More here:... http://fb.me/11rOnLYfc ,1,,,
Err:509,1,,,
Man people cars be getting fucked up in these flood over by the junior high,1,,,
"atand, big indoor hall, gym, sexy field, practise field, electronic scoreboard, car park, flood lights, 2 dressing rooms with warm showers",1,,,
My car would fucking die in these floods omg.,1,,,
@Destiny__MG I was waking to my car and the flood gates of Heaven opened up! Glad I had a umbrella!,1,,,
Peak flash flood 2 cars pulled up pure water in the cars :-O #DivertedThat #NottinghamRainpic.twitter.com/cJiSziEV8n,1,,,
"So, I left my @OMandM ""The Flood"" CD in my dad's car, bass & volume all the way up...I wonder what his reaction was at 6 this morning...",1,,,
Horrible day in Rotherham. Teeming down and press car park starting to flood #stfc,1,,,
@GrittingKent I've done that before. Got my little Mini Metro stuck in 4ft deep flood. Had to be towed out. Water up to knees inside car.,1,,,
@MichaelEMann who should pay for the ice age or the great flood 4500 years ago. No cars or industrialism then. Pure communist thinking,1,,,
Just whn I thought I'd let go I see u hear ur name in a song. .. see ur car.... and all the memories flood back. I wish I cld chnge the past,1,,,
I bet our tiny car's gonna sink in the flood along Taft lol,1,,,
Fellow shopper gave me plastic bag to make the dash to my car in a surprise flash flood. THIS IS WHY I BELIEVE IN PEOPLE! :),1,,,
Flood warning. Who in their right mind would leave the top down on their car on a night like this? pic.twitter.com/UTzKQHrmSN,1,,,
"@rizza_montoya: @SouthSnippets flood at olivares sucat. Cars on counterflow | thanks, southie! Take care out there!",1,,,
Floods nd my car actin dumb <<<<,1,,,
Was waiting at traffic lights earlier when a car came fast and got me soaked with the flood... #watchout,1,,,
"Must thank the local constabulary, nice of them to sit and watch cars drive into the flood in East Malling, warning would have been better.",0,,,
Nearly drowned my car in the floods everyone should avoid southend airport roundabout so flooded :/,0,,,
@StephanieeeShaw at least your car doesn't flood ,1,,,
This bitch really just out of her car in flood traffic to take a damn picture. Nobody gives a fuck about your selfie with water.,1,,,
"Kitchen flood, car broke down this morning and now I have just pulled the thermostatic valve off the radiator. ROLL ON DEATH!",1,,,
@ThatBitchTina_ no. It's lost among the flood waters. I'm hoping she gets here before my car floats away and I am I'm no way being dramatic,1,,,
After I wash this car in the hot evening sun...then spray de tires wid tire sheen in de morning de road lookin to flood -_-,1,,,
The cars are still running. At least no floods near our location yet.,0,,,
Gosh damit went out to get McDonald's for breakfast an it's raining an floods an a car almost rammed in to my car WTF watch the road asshole,1,,,
If my car isn't carried away by a flood today I will be happily surprised.,0,,,
Driving down 83 in a torrential downpour / small flood in a rear wheel drive car is a slightly terrifying experience...,1,,,
Really hope my car doesn't flood out on the way to school,1,,,
@hopeformen it’s a nice place and great venue although our car got swept away in the floods last June during Jesca Hoop,1,,,
"Certainly not taken to Alausa. RT @Gidi_Traffic: RT @toksd1: @Gidi_Traffic ,Flood towed car overnite pic.twitter.com/1raTVhue9C",1,,,
"Ridin' through floods.
I feel like we're in a really long car wash. It's awesome. #Delhi",1,,,
"This medicine may cause: sneezing, coughing, car accidents, floods, leprosy, tornados, and death. 
But your sore throats gone...so it's cool",1,,,
"@smoynes Car got flooded in the July flood, and still dealing with insurance company nonsense :(",1,,,
"Its fucking monsooning, my cars going to flood #brbcrying",1,,,
Niggas Say Fuck Them Floods And The Condition Of My Car Um Going To The Club,1,,,
"Yeah, I keep the remote for my huge LED flood light in my car too so I can flip it on when I (@YouTube http://youtu.be/1NQf8zSOlVY?a )",0,,,
I'm glad I ain't fuck my car up riding thru that damn flood.,1,,,
Flood whistles going off in north wildwood. Time to move cars to higher ground if so. @Wildwood365,1,,,
#TBT CAUGHT MY LOVE BUG TRYNA STEAL MY CAR LOL http://instagram.com/p/fS9OZ8PQrV/ ,1,,,
I hope my car flood so I can get a new one lmao,0,,,
Err:501,1,,,
We are just under 2 hours from Norfolk's high tide. Move cars parked in a flood prone areas. pic.twitter.com/AW1isAdzEG,1,,,
I just hope my car isn't damaged. Flood was fucking horrible. Thanks @hyunhohan,1,,,
"Went at the back of Med City to get the car, only to find out the flood was already gutter deep! Had to walk past it with my black shoes on.",1,,,
Stranded in LRI! Car is stuck at the Buendia exit on the Skyway! Stupid litter clogging the drains that causes ridiculous floods in Manila!!,1,,,
"Illegally parked my car, abandoned it. Opted to be towed than suffer this traffic. A big fuck you to all who stole money for flood control.",1,,,
"I wish cars had the option to fly by now. Or turn into submarines so they could go through floods. Basically, anything to avoid the traffic!",1,,,
Got my car number plate fucking washed away by the flash flood just now.,1,,,
So going through that flood to get to the safety of our car on the other side of the road is like hell week before sembreak. It's torture.,1,,,
It's like there's a zombie apocalypse at Edsa-Santolan-Annapolis.. Cars are Off. Bumper to bumper. #Flood #SantolanRiver?! :D :( :-|,1,,,
"I just walked in the middle of the road, with all the cars and stuff, because there is flood on the sidewalks. #YOLO Mode on =)",1,,,
This is not a good thing. Stranded at the Beacon cuz of the damn rain and flood! I hope my car's ok...… http://instagram.com/p/fSTCmstGY-/ ,1,,,
The flood on the other driveway is overflowing! Damn! Katipunan is a chaos. Cars are not even moving.. :(,1,,,
"Jam , flood around KL, great... And we stuck in cars..",1,,,
Super scary. Drive through flood. Bang car in front cuz the break suddenly don't work. Almost knock a motorist. T.T thank god I am alrite!,1,,,
First a car blew up now its a fuckin flood at my job!,1,,,
@frankeefloress lol what if water floods your car inside ....,1,,,
"As floods keep the cars off the streets, kids find fun in the Phnom Penh streets. pic.twitter.com/DPIDI0ss3Z",1,,,
An old friend came in from out of town. Someone stole my car. There was an earthquake. A terrible flood. Locusts! IT WASN'T MY FAULT!!,1,,,
"@sunnyright @laurenweinstein I am FORCED TO HAVE MORTGAGE, FLOOD, and CAR INSURANCE TOO!! Lets drop the charade Sunnywrong!",1,,,
"#irony: the car u fix, floods then the other car dies! thank u for alcohol! @StuartROwens I might be in need of a sick day! just saying",0,,,
LAKE OLNEY FAIL! #fail #flood #car #neverfails #moron #idiot #dummy #lakeolney #laughingbaby… http://instagram.com/p/fQnWH4rJU0/ ,1,,,
"Crap, has it really been a year already? Lol, f my life. My cars gonna flood RT @abcdeevee: @zahrajane still?? Its been a year haha",1,,,
Let me go make my move for the day before it floods. My car's too little to be trying to get around in Norfolk on days like this,1,,,
"All that a coastal flood advisory means to me is ""have fun floating to school today in your lowered car""",1,,,
Car almost break down due to sticking in heavy flood,1,,,
"Survived back to home . Dear friends pls stay at home now , if want to go out , your car sure will spoil cause of light flood .",1,,,
Its so nice to see ALL these parents walking. I mean floods of them that normally have these roads packed with their cars. :-),1,,,
"This is how you save your car in a flood. Not bad eh?

http://ow.ly/i/3naCX ",1,,,
Err:509,1,,,
lol! @Earlsimxx years ago actually :) coz u flood my timeline with cars :( but I knew u can reach me if u need to..Whattsapp text nini nini,1,,,
"I've rolled up the car windows, laid in a supply of sandbags, and added flood insurance. I'm ready for that tenth-of-an-inch downpour!",0,,,
Kid Cudi dance like his car won’t start and he gotta be careful not to flood it. http://tmblr.co/ZQFf8yxAwRWl ,1,,,
i cant listen to music tonight because of the electrical issues in my car thanks to the flood. so instead ive been... http://fb.me/N2C2hoTe ,1,,,
"If u flood my snap chat with multiple selfies and videos of you singing in your car, you will be blocked. Be funny or die #youvebeenwarned",0,,,
I had a dream the other day,41556.0847222222,0,,
PHUKET MEDIA WATCH – Thailand news: Riot forces on alert at Govt House, Old car ban stalls http://bit.ly/GM1nxg ,41556.06875,1,
"News in a flash: Main water pipe breaks,flood,whole street flooded,hole the size of a crater opens up,a car ends up in it",1,,,
"""@weatherchannel: Just in: 20 cars trapped in a flash #flood along Route 62 near Rice, CA in a remote part of the Mojave Desert."" < scary!",1,,,
"20 cars trapped in a flash #flood along Route 62 near Rice, CA in a remote part of the #Mojave Desert. be safe pls send pics @ABCWorldNews",1,,,
"|@weatherchannel: Just in: 20 cars trapped in a flash #flood along Route 62 near Rice, CA in a remote part of the Mojave Desert.",1,,,
"Just in: 20 cars trapped in a flash #flood along Route 62 near Rice, CA in a remote part of the Mojave Desert.",1,,,
Love how my car floods every time I bathe him,0,,,
"I wonder why toyota brand cars floods d nigerian market wt full force!Where is mercedez benz d ugly but durable cars,nissan,mazda,mitsubishi",0,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://zite.to/17WitUg  via @zite,1,,,
Happy two year anniversary of the flood on campus <3 RIP everybody's car.,0,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood (via @Pocket) - http://bit.ly/15HdMOl ,1,,,
NEVER drive into floodwater – a flow of just 6mph can pick up a small car. More flood advice at... http://fb.me/TH5E8zK4 ,1,,,
Err:509,1,,,
On my way to work in the hammering rain. 8 hour shift at battersea car auction. Marquee best not flood!,1,,,
you know your in Alloway when you see floods of beautiful cars,1,,,
"@lou_carmichael oh yeah thats a true point, the pub have flood lights in the car park anyway",1,,,
"It took 7 0.0 My car broke down twice,but was able to go on.Then I had to stop because The Flood and then had to put up with 2 thunderstoms",1,,,
"Yesterday, a small flood from a busted pipe below kitchen.  Last Friday, a car fire. I feel like next Friday, the 13th, is gonna be awesome.",1,,,
After I finally got my car working a flash flood comes out of nowhere and now it's dead as a doornail. Won't even turn over.,1,,,
My car is currently suck in a stupid flood and idk what to do,1,,,
"Pouring rain, crazy winds, things flying, ambulances and sirens going off,cars honking, tv flood warning, parents gone. I was legit scared.",1,,,
No the Tahoe ain't a 4x4 race car you can't drive crazy through flood water jimmy!,1,,,
My car was just floating in this fucking flash flood. This is scary shit,1,,,
"Yesterday, I was stuck in my car in the road for 8 hours.. 8 hours. I can't believe it yet :/ #flood",1,,,
Lmao somewhere along the drainage at work there’s a clogged pipe. Wash a car & the shop starts to flood.,0,,,
Bad Credit Auto Loan Avoiding Flood Damage Used Car Problems http://goo.gl/fb/njtFm ,1,,,
@BillWeirABC I'm catching up on nightline. Nice job on the flood car story. Loved the Brewers ball cap too. #PleaseWatchAnyway,0,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://fb.me/MWOObrFy ,1,,,
How am I supposed to go to work in this rain.. the car will flood.. Fuck Florida and your under sea level shit..,1,,,
"Here's a flood-damaged 5th Gen that is finding a new destiny as an X275 drag car...

See More:... http://fb.me/2baAmodLu ",1,,,
"Rain? What rain? Club Trail Race on & starts today 2.30pm at the Flood Gates Car Park, Ards. 4 miles flat course with the odd water hazard!",1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood: Image: http://img.gawkerassets.com/img/18zc ... http://bit.ly/1e22jMA ,1,,,
"Saw with my own eyes “@danielashby: Video of floods in Saltburn. Car park completely submerged, cars stranded: http://itv.co/17I3ZBh ”",1,,,
"So we're getting video in now of the floods in Saltburn. A car park is completely submerged, as cars are stranded: http://itv.co/17I3ZBh ",1,,,
RT @lawyerologist: Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood #lawyerology http://ow.ly/oDw7g ,1,,,
"Phew, was worried the flood had got in my car but luckily it just missed out!",1,,,
Im nervous. Heavy rain. Small car. No to flood.,1,,,
u crey so hard hte tears flood hte car n kill it passengers,1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://zite.to/17WitUg  #ferrari #cars #supercar #law #toronto,1,,,
This is what I came home to tonight crazy storm.could not get the car home : ( #storm #flood #florida… http://instagram.com/p/d8k5Bvp28i/ ,1,,,
Need to make your car flood ready?  Call this guy. pic.twitter.com/t8XeA1PPtp,1,,,
"""@lawyerologist: Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood #lawyerology http://ow.ly/oDw7g """,1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood #lawyerology http://ow.ly/oDw7g ,1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://bit.ly/19roJRb ,1,,,
Err:509,1,,,
Lawl my dads car is about to get so dirty in all these floods,1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://bit.ly/1dNcnIb ,1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://jalopnik.com/ferrari-gives-crazy-deal-to-lawyer-who-ditched-his-car-1264389341 …,1,,,
Another Saltburn flood pic looking down from top bank towards pier and car parks tonight. Thank you @PhillParkerpic.twitter.com/zyzncXSu12,1,,,
@EchoPeterBarron there's another saltburn flood pic looking down from top bank towards pier and car parks tonight pic.twitter.com/7b5EvtxgPl,1,,,
Red Deer family donates car to Calgary flood victim. Check out News Letter http://www.bridgesoflove.net pic.twitter.com/pzTUIyMZ5Q,0,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://zite.to/17WitUg ,1,,,
Be careful after storms. Some flood-damaged cars may end up on the selling block. Protect yourself from purchasing... http://fb.me/HJXWIuPn ,1,,,
In the market for a new car? Be sure to check for flood damage! http://edmu.in/18yrq2m ,1,,,
"Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood

― good customer service there Ferrari. http://fb.me/1Mby4KxWY ",1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://wallblogs.com/gip.php?i=145951 …,1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://bit.ly/17W4mOJ  free article dir http://warpeddesignz.com ,1,,,
@Ferrari Gives Crazy Deal To Lawyer Who Ditched Car In A Flood http://jalopnik.com/ferrari-gives-crazy-deal-to-lawyer-who-ditched-his-car-1264389341 … I bet Ferrari pays its workers more than minimum wage,1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood - Jalopnik http://bit.ly/1fFzpNH ,1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood - Jalopnik http://dlvr.it/3wS90z ,1,,,
Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://bit.ly/17FrlYm ,1,,,
Life isn't fair #2345643214: #Ferrari Gives Crazy Deal To Lawyer Who Ditched His Car In A Flood http://jalopnik.com/ferrari-gives-crazy-deal-to-lawyer-who-ditched-his-car-1264389341?utm_campaign=socialflow_jalopnik_twitter&utm_source=jalopnik_twitter&utm_medium=socialflow …,1,,,
Then hole road is going to flood until the car wheel high ..,1,,,
Confirmed. One women drowned in Owyhee county after a flash flood took her car into a flooded gulch.,1,,,
@originalCynic @jjdubinsmom @SwampBandit My parents have had great luck with Nationwide. Two floods and four cars in the last 3 years.,0,,,
Rain please hold up and don't fall cause if it rains my car can't pass through flood ok -_-,1,,,
"@terreinca  Missing u 2 love, I'll call u tomorrow.Ever-so-busy ,car,Biz, Kids,sorting out floods of papers +ve been at La Provence Cocktail",1,,,
Photo: Heavy rain = heavy traffic #rain #traffic #flood #city #urban #lights #iloilo #dark #street #cars... http://tmblr.co/ZabbcwuIoBQU ,1,,,
"Heavy rain, driving by several car wrecks including SB I-5 near James Puget Sound under flood advisory. Weather updates @KING5Seattle",1,,,
Started off the day with hitting a car. :( #accident Getting floods of shoutings. Oh gosh. Tweeting while standing next to #Saeed #police,1,,,
"RT @JojoMalig: Why cars for barangay leaders? All-terrain monster trucks that defy floods in Makati are more practical.

>> hindi naman pogi",1,,,
Not looking forward to driving to Macc in these floods later..my poor little car doesn't like it!,1,,,
Good thing I covered my car. So much rain. I just hope my room doesn't  flood ,0,,,
Hmmm... Some flash floods around... take care of your car and be safe...,1,,,
"Long downpour in Klang Valley creates havoc ; esp on flash flood , traffic congestion, inching cars in the jam,... http://fb.me/6tb1wfbN8 ",1,,,
"*Buys beer
puts it in back seat
Slams on breaks to not hit opossum
Bottles break & floods car with said beer*
True story",1,,,
Flash flood warnings!! Awesome!! My car is going to sink!! #awesome!!,1,,,
@NealStewart at least you don't wash the car too.  Then we'd have a flood,1,,,
Traffic is quite smooth this morning. I guess quite a number of cars are at the workshops for repairs due to the flood yesterday.,0,,,
"The car stucked, had no choice but to walk through the flood. If something will happen to my skin I'm not gonna forgive that heavy rain. XD",1,,,
Driving on water.The Jesus Mobile #Rainy #thunderstorm #Jesus #driving #car #haha #lol #flood #water #trick... https://vine.co/v/hJrj6ppat6B ,1,,,
Driving tip: During flash flood if your car is not amphibious avoid the curb lane. #idiots #SalemOR #KeizerOR #ORweather,1,,,
Err:509,1,,,
Err:509,1,,,
"There are more photos to come of cars etc, but I won't flood the pages. I am still in Zhuhai, china and I travel... http://fb.me/2E0xxeVfv ",1,,,
BBC News Colorado floods Man pulled alive from submerged car: http://youtu.be/UIdX217u-Hg?a  via @YouTube,1,,,
"Oga sry i cnt make it to wrk,my car is stuck in d flood :D",1,,,
pls save ur car find alternate means of movement cos of #FLOOD. Today traffic wld be #Elele.#Canoe is badly needed.#Rain,1,,,
"Haaaaa. A won boiz ma fa jade ""@amazingTAYOR: Thanks..I'm inside flood tho, car don sink :( ""@Lahjussi: EXCLUSIVE FRIDAY",1,,,
@620dannyboy  I wouldn't advise you to wake up and move you car before the rain flood the engine :-),0,,,
Dam the boys got thr west on flood watch lol pulling ppl over back to back a trooper & 4 cops all on one block wit lights on & unlucky carS,1,,,
I demand lighter mornings immediately. Or a flood light in my car park to make it feel light outside.,1,,,
"Righ before my dad floods the car... ""Look imma boat!""....""oh shit too deep"" pic.twitter.com/VjpTB9MDBM",1,,,
@byrd1027 well you have took your car through more than a flood. It wouldn't have hurt nothin!!? Haha,1,,,
Err:509,1,,,
"Waiting for the bus in front of a gas station at Kingsway &Nanaimo, watching the 7 lanes of cars flood by. Depressing. Priorities are clear.",1,,,
“@Prettyblacq_103: Fuck that Pensacola floods wont see my car floating on the news lol Crestview here I come” lmao you a fool,1,,,
Err:509,1,,,
Well that was an interesting drive home... 20 odd floods to drive through whilst lightening tries to hit the car.. Lovely!,1,,,
#BreakingNews Driver of car in Capitol Hill was a woman. Cue a flood of very inappropriate jokes.,1,,,
"Over 212,000 Flood Damaged Cars Back on Roads: Used car shoppers need to be especially wary of “great deals” f... http://bit.ly/17xbsaO ",1,,,
Err:509,1,,,
"car is broken, must sell, no access to home bks of flood, not liking working for family, husband unemployed and his sis takes all inherit!",1,,,
Trying to see how many people brave the floodwaters. 4 cars dead so far. Why do they keep trying? #miami #flood #fbpic.twitter.com/wTJYWV0T0m,1,,,
Get as many people as possible to come with their cars!! Let's flood the parking lot on Monday at school like this pic.twitter.com/GJ0nsEBN0o,0,,,
Listening to @tomlucero1 on @KFKA with consumer tips to avoid #flood #damaged #cars Good report Tom. pic.twitter.com/7bnbqNUo2a,1,,,
"I'm safe and sound. My car, not so much. #flood #cloudburst #Chandigarh",0,,,
BBC News Colorado floods Man pulled alive from submerged car: http://youtu.be/ZnZEwPsD3Ts?a  via @YouTube,1,,,
"RT @JeffreyBCMiller: ""Calm the car and flood the streets with people"" and signs like this become obsolete #walksum13pic.twitter.com/gszKNAfVDW",0,,,
"Row, row, row your car, gently down the street..... Yikes! Please drive carefully. #flood #flooding @nbc6 #trafficpic.twitter.com/0yCfYm1UiM",1,,,
With rain comes flash floods and massive jams. I hope I can still get the car fixed :(,1,,,
@GaryBarlow #GBSOLO real radio on in car Flood playing then they said Gary Barlow paid thousands of pounds to advertise his album,1,,,
"New Post: Visiting flood country? Don't drive Satan's car. http://bit.ly/19WpfVI  Budget rent-a-car and torrential rain, they will kill you.",1,,,
Cars in my complex ... @nbc6 #rain #flood #pinecrest #miamipic.twitter.com/3LlOeiL9xP,1,,,
But the flood back from Dadeland was TOO real. So scared my car was gonna stall out.,1,,,
This rain is so bad. I thought my car was going to get stuck in the floods.,1,,,
"So it was literally storming all day, flood warnings, pipe bombed car,& a pregnant woman attacked on a bus. Thats just another day in Miami",1,,,
My car and these floods don't go good together.,1,,,
Just tweeting to calm my nerves bc My cars stuck in a flood and I might die tonight,1,,,
"I road raged tonight, and that scares me. And now I'm parked in a flood, which I guess is convenient because I want to light my car on fire.",1,,,
If standing out in the rain waiting for a tow truck and pushing my bf car out of a flood with him does not prove my love then idk #bestgf,1,,,
My car is way too low to be driving and I end up in a flood. FUCK DAT.,1,,,
"Video: Deadly storm flood in Italy’s Sardinia sweeps away cars, bridges http://bit.ly/1dWjrPQ  #CostaSmeralda #LIVE #Moscow #RT",1,,,
LEWISHAM: All w/b lanes now open on #ParramattaRd near Flood St after a car and truck accident.,1,,,
Lewisham - Parramatta Road near Flood Street - Accident - Car - Truck http://bit.ly/1ehY8sp ,1,,,
"Sydney Traffic ACCIDENT Car, Truck - LEWISHAM Parramatta Rd near Flood St #sydtraffic #trafficnetwork",1,,,
"Mission: sleep post epic car retrieval from Noahe-esque flood.

Nailed it! ",1,,,
"@luggermatt I never drive through floods but car doesn't even like heavy rain! You are very kind snd helpful, thankyou.x",1,,,
"@EvertonArentWe the shoes, the suit, Z Cars, the way he says 'floods'  He's so cool, it's unfair to the rest of us x",0,,,
Err:509,1,,,
Headin to onion creek with a car full of stuff to donate to the flood victims #SeasonOfGivingpic.twitter.com/ZR0zH0P968,1,,,
2013 VW JETTA (kansas city mo) $7500 - 2013 VW JETTA. Formerly flood car but runs smoothly. With 7000 miles  Leath... http://ow.ly/2BJ8V1 ,1,,,
"@8milesfromhome Where did you get the car, there used to be the same car (model and color) on the estate where I live, got hit by the floods",1,,,
@hankhugs @sodanipple flood is. Mink Car is universally regarded to be their worst. Apollo 18 and John Henry are good but not amazing,1,,,
"Video: Deadly storm flood in Italy's Sardinia sweeps away cars, bridges http://fb.me/6zlJHo1KW ",1,,,
I love rain but when it floods all around my house <<<<<<<<<< I can barely get my ass in the car,0,,,
Nice day to flood the ODR and have a few drinks. Good way to end it with some slapshot and a nice fire. pic.twitter.com/YiHB6pLjHX,0,,,
"""KATE BE STRONG LIKE A DEWDROP! THINK WATER! FLOOD! FLOODS CAN DESTROY CARS AND HOUSES! BE A STRONG DEWDROP"" #QuoteOfTheDay",1,,,
I just came back home from the store. I hate the rain & my small ass car I almost got stuck in a flood!,1,,,
"Saw a few cars/Autos submerged under water while coming , was really scary ! #Bangalore #Floods",1,,,
Omfg this older man is the sweetest! He came up to me to offer his umbrella and walked me to my car over floods.. there are good ppl left!,1,,,
this time next Saturday I'll be in the car on my way to see Avenged Sevenfold omfg not long to go until I flood Manchester over Syn Gates ,1,,,
@mikewelchdotcom Hope y'all stay dry. I don't know if Kaitlin's car could make it through the floods.,1,,,
Two dead one missing in Greece after island flood - The car of a 30-year-old teacher who was reportedly... http://tmblr.co/ZHsFrs-BxmMy ,1,,,
Raw sewage floods Harpenden church car park (From St Albans ...: Raw sewage is currently flooding the car park... http://bit.ly/1aFFdYt ,1,,,
I added a video to a @YouTube playlist http://youtu.be/jGh5PPpAspk?a  Stupid Truck driver Flood Cars on the Flooded bridge,1,,,
"After a couple of men got washed away and car submerged in flash flood last night, he couldn't escape due to power windows. #buycarhammer",0,,,
@doodlebug0 We went camping & got caught in a flash flood. It moved our tent a few feet with us inside. Mud came in & we slept in the car :),1,,,
This is the most rain we got in months. Love it when stupid people drive their cars in floods and get stuck. It's always the nice cars too,1,,,
Volition high mercantile car flood insurance: MYaGVj,1,,,
"Body shop fixed my car, then proceeded to flood it because they know FUCK ALL about rotary engines #FuckMyLife",1,,,
I wasn't crying as much when the video was going but what really had me is when people started to get hit by cars and that when a flood of,1,,,
Who cause all these traffic jam & flood? Not the cars nor motorbikes..but their mentallity & narrow minds! Stupid fool!!,1,,,
BAD AF. RT @PlexWashington_: “@Lady_Olivia_3: TSU is not a bowl like HBU. Cars would flood in the parking lot at HBU.” UAV floods tho,1,,,
Recker road always floods when it rains but it's cool because my car likes to go swimming,1,,,
"Flood of cars is what killed streetcars in the first place... ""DC Streetcar Test Gets Stuck in Traffic."" http://www.nbcwashington.com/traffic/transit/DC-Streetcar-Test-Gets-Stuck-in-Traffic-232935461.html … …",1,,,
Two floods and a car accident on my property... I love my job.,1,,,
Dang that San Diego flood crazy it's covering up people cars,1,,,
Rain in uae is wonderful. Until u gota get to ur car. And find out u cant. cuz of the floods -___- #uaeproblems #rain,1,,,
To bad my car has no jack to act out its own titanic movie. #loool #flood #thundrtstorm,1,,,
Disco gardens and ibn battuta gridlocked because it's taking people so long for cars to get through the floods please stay away if you can!,1,,,
"Oh my god... Its chaotic outside! Floods and stopped cars, traffic and a scary grey sky... Besmellah",1,,,
The floods in Lancaster are real! Poor cars,1,,,
"Should be in this house on the first , makn moves even thru this flood shit hopefully my car starts tomorrow to much work put in not to work",0,,,
FLOOD&SPOT 4PCS18W LED Work Light Driving FOG Car Boat Jeep Truck LAMP JK-2243-2 £71.51 (0 Bids) End Date: Saturday Nov-23-2013 5:28:15 ...,1,,,
"Under a flash flood alert, no wonder why... My car was half way under water coming home from school",1,,,
